top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,top_blue_lane,top_blue_role,top_red_lane,top_red_role,jung_blue_lane,jung_blue_role,jung_red_lane,jung_red_role,mid_blue_lane,mid_blue_role,mid_red_lane,mid_red_role,ad_blue_lane,ad_blue_role,ad_red_lane,ad_red_role,support_blue_lane,support_blue_role,support_red_lane,support_red_role
Gnar,Riven,Ekko,Bel'Veth,Veigar,Kassadin,Xayah,Jinx,Rakan,Yuumi,11605.0,blue,2,-2.0,-4.0,3.67,2.33,2.0,0.0,-1.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Gwen,LeBlanc,Viego,Vi,Zoe,Malphite,Lucian,Draven,Blitzcrank,Janna,-4064.0,red,0,1.0,1.0,1.5,-1.0,-4.75,-1.17,1.5,top,Fighter,mid,Assassin,jungle,Assassin,jungle,Fighter,mid,Mage,top,Tank,adc,Marksman,adc,Marksman,support,Tank,support,Support
Urgot,Garen,Jarvan IV,Kindred,Lissandra,Akali,Lucian,Kai'Sa,Nami,Leona,-2478.0,red,-1,1.0,0.0,0.0,1.5,-1.0,-2.67,-2.0,top,Fighter,top,Fighter,jungle,Tank,jungle,Marksman,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Tank
Darius,Kennen,Shaco,Lee Sin,LeBlanc,Sylas,Kai'Sa,Varus,Senna,Blitzcrank,-249.0,red,0,0.0,-1.0,0.0,-2.25,3.75,-2.0,-8.0,top,Fighter,top,Mage,jungle,Assassin,jungle,Fighter,mid,Assassin,top,Mage,adc,Marksman,mid,Marksman,support,Marksman,support,Tank
Ahri,Pyke,Sejuani,Kai'Sa,Garen,Jarvan IV,Xayah,Mordekaiser,Rakan,Syndra,4210.0,red,-2,0.0,0.0,1.0,5.67,-1.0,2.25,1.33,mid,Mage,support,Support,jungle,Tank,adc,Marksman,top,Fighter,jungle,Tank,adc,Marksman,top,Fighter,support,Support,mid,Mage
Urgot,Gnar,Hecarim,Fiddlesticks,Aurelion Sol,Corki,Ezreal,Samira,Milio,Miss Fortune,6615.0,blue,1,-1.0,-1.0,2.5,4.0,-2.33,8.0,8.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Mage,mid,Mage,mid,Marksman,adc,Marksman,adc,Marksman,support,Support,adc,Marksman
Akshan,Jayce,Nunu & Willump,Jarvan IV,Lissandra,Fizz,Twitch,Zeri,Rakan,Yuumi,279.0,blue,-2,0.0,0.0,2.6,4.0,-1.5,-0.8,-3.0,top,Marksman,top,Fighter,jungle,Tank,jungle,Tank,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Lillia,Riven,Rek'Sai,Volibear,Aurelion Sol,LeBlanc,Ezreal,Jinx,Karma,Thresh,-8654.0,red,-2,2.0,1.0,-1.83,-4.33,-5.33,-2.17,-2.5,jungle,Fighter,top,Fighter,jungle,Fighter,top,Fighter,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Mage,support,Support
Renekton,Illaoi,Sylas,Skarner,Zilean,Xerath,Sivir,Xayah,Sona,Janna,-6318.0,red,-2,1.0,3.0,-5.0,-1.0,-1.0,1.0,0.5,top,Fighter,top,Fighter,top,Mage,jungle,Fighter,mid,Support,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Udyr,Cho'Gath,Master Yi,Shyvana,Fizz,Annie,Miss Fortune,Kog'Maw,Braum,Senna,-2572.0,red,0,2.0,0.0,1.0,-7.5,2.0,-1.95,-10.83,top,Fighter,top,Tank,jungle,Assassin,jungle,Fighter,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Marksman
Garen,Mordekaiser,Nunu & Willump,Nidalee,Irelia,Yone,Twitch,Kai'Sa,Lulu,Thresh,5100.0,blue,2,0.0,-1.0,1.5,4.0,2.33,0.0,0.0,top,Fighter,top,Fighter,jungle,Tank,jungle,Assassin,top,Fighter,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Galio,Renekton,Fiddlesticks,Rengar,Graves,Ahri,Aphelios,Zeri,Nautilus,Karma,-3943.0,blue,-1,1.0,1.0,-7.75,-4.5,0.5,-6.0,-2.33,mid,Tank,top,Fighter,jungle,Mage,top,Assassin,jungle,Marksman,mid,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Mage
Kled,Camille,Gragas,Hecarim,Cassiopeia,Malphite,Caitlyn,Aphelios,Lux,Xerath,-4187.0,red,-2,1.0,1.0,-3.67,-6.0,-2.0,0.5,0.0,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,top,Mage,top,Tank,adc,Marksman,adc,Marksman,mid,Mage,mid,Mage
Akali,Jax,Poppy,Lee Sin,Kassadin,Yasuo,Jinx,Ezreal,Janna,Xerath,6919.0,blue,1,0.0,-3.0,6.6,0.75,4.5,-1.0,0.0,top,Assassin,top,Fighter,top,Tank,jungle,Fighter,mid,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Mage
Anivia,Zoe,Bel'Veth,Evelynn,Kennen,Gragas,Varus,Xayah,Thresh,Milio,-1443.0,red,0,1.0,0.0,-3.5,-3.67,3.0,-2.0,-4.0,mid,Mage,mid,Mage,jungle,Fighter,jungle,Assassin,top,Mage,top,Fighter,mid,Marksman,adc,Marksman,support,Support,support,Support
Olaf,Malzahar,Hecarim,Zac,Ekko,Yasuo,Twitch,Ezreal,Janna,Sona,2214.0,blue,2,2.0,-2.0,4.0,-0.5,1.5,-2.0,2.0,top,Fighter,mid,Mage,jungle,Fighter,top,Tank,jungle,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Illaoi,Olaf,Amumu,Vi,Anivia,Aurelion Sol,Caitlyn,Kai'Sa,Seraphine,Thresh,-5246.0,red,-2,1.0,0.0,-6.0,-8.5,-6.0,-2.0,-5.5,top,Fighter,top,Fighter,jungle,Tank,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,adc,Mage,support,Support
Jax,Aatrox,Rammus,Warwick,Quinn,Sejuani,Vayne,Ezreal,Yuumi,Zyra,2867.0,blue,0,1.0,1.0,1.0,8.25,0.8300000000000001,2.0,6.5,top,Fighter,top,Fighter,jungle,Tank,top,Fighter,top,Marksman,jungle,Tank,top,Marksman,adc,Marksman,support,Support,support,Mage
Riven,Jax,Vi,Kha'Zix,Fizz,Yasuo,Jinx,Zeri,Braum,Heimerdinger,-7016.0,red,1,1.0,1.0,2.5,-5.5,-1.0,-6.8,-8.86,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Mage
Kayle,Akshan,Thresh,Rengar,Yasuo,Aurelion Sol,Kai'Sa,Xayah,Sylas,Morgana,-2831.0,red,-2,1.0,0.0,0.25,-0.5,-0.5,1.53,-8.33,top,Fighter,top,Marksman,support,Support,top,Assassin,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,top,Mage,support,Mage
Irelia,Jayce,Kha'Zix,Lee Sin,Viktor,Cho'Gath,Jinx,Kai'Sa,Blitzcrank,Milio,1649.0,blue,1,-2.0,1.0,-0.5,1.5,1.0,1.5,0.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,top,Tank,adc,Marksman,adc,Marksman,support,Tank,support,Support
Vladimir,Gangplank,Ezreal,Sylas,Nasus,Cassiopeia,Nocturne,Draven,Thresh,Nami,5057.0,red,2,0.0,0.0,-0.6699999999999999,10.83,-2.0,8.5,9.75,top,Mage,top,Fighter,adc,Marksman,top,Mage,top,Fighter,top,Mage,jungle,Assassin,adc,Marksman,support,Support,support,Support
Jayce,K'Sante,Ekko,Zac,Zed,Katarina,Jinx,Ezreal,Shaco,Neeko,2943.0,blue,0,1.0,0.0,-2.67,0.0,0.08000000000000007,2.0,-1.9,top,Fighter,top,Tank,jungle,Assassin,top,Tank,top,Assassin,mid,Assassin,adc,Marksman,adc,Marksman,jungle,Assassin,jungle,Mage
Darius,Sett,Zac,Vi,Lissandra,Ahri,Xayah,Zeri,Blitzcrank,Janna,-433.0,red,0,0.0,1.0,0.0,8.67,3.0,9.0,10.0,top,Fighter,top,Fighter,top,Tank,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support
Malphite,Kayle,Maokai,Nidalee,Yone,Aurelion Sol,Sivir,Aphelios,Zilean,Thresh,6835.0,blue,2,0.0,-2.0,-0.30000000000000004,4.5,7.5,3.83,3.25,top,Tank,top,Fighter,top,Tank,jungle,Assassin,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,mid,Support,support,Support
Kled,Shen,Sylas,Shaco,Yasuo,Vladimir,Jhin,Vayne,Janna,Lulu,687.0,blue,0,-1.0,1.0,2.0,3.0,0.5,0.6699999999999999,2.5,top,Fighter,top,Tank,top,Mage,jungle,Assassin,top,Fighter,top,Mage,adc,Marksman,top,Marksman,support,Support,support,Support
Shen,Gangplank,Kha'Zix,Diana,Cassiopeia,Yasuo,Jhin,Vayne,Sona,Milio,-1231.0,red,-2,-1.0,1.0,0.0,6.67,-1.5,-1.0,0.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,top,Mage,top,Fighter,adc,Marksman,top,Marksman,support,Support,support,Support
Jayce,Lee Sin,Hecarim,Wukong,Qiyana,Ahri,Kalista,Aphelios,Pyke,Blitzcrank,525.0,red,-1,-2.0,1.0,-4.33,4.0,5.25,1.17,2.0,top,Fighter,jungle,Fighter,jungle,Fighter,top,Fighter,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank
Gangplank,Olaf,Kindred,Master Yi,Cassiopeia,Thresh,Aphelios,Ezreal,Amumu,Yuumi,-994.0,red,2,2.0,0.0,-0.9199999999999999,-8.2,-1.5,3.5,-1.0,top,Fighter,top,Fighter,jungle,Marksman,jungle,Assassin,top,Mage,support,Support,adc,Marksman,adc,Marksman,jungle,Tank,support,Support
Pantheon,Ornn,Shaco,Master Yi,Singed,Sylas,Ashe,Jinx,Twitch,Lux,3874.0,blue,-2,-1.0,0.0,0.25,2.25,8.25,2.5,-0.25,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,top,Tank,top,Mage,adc,Marksman,adc,Marksman,adc,Marksman,mid,Mage
Darius,Ornn,Lillia,Lee Sin,Zoe,Vladimir,Xayah,Jinx,Rakan,Braum,1532.0,red,0,1.0,0.0,-3.0,3.33,0.0,4.0,1.33,top,Fighter,top,Tank,jungle,Fighter,jungle,Fighter,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Malphite,Kai'Sa,Shaco,Wukong,Annie,Syndra,Xayah,Fiora,Janna,Rakan,-2927.0,red,-2,-1.0,1.0,3.0,-8.0,-8.67,0.0,-2.0,top,Tank,adc,Marksman,jungle,Assassin,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,top,Fighter,support,Support,support,Support
Jayce,Gnar,Taliyah,Hecarim,K'Sante,Zoe,Jhin,Jinx,Heimerdinger,Thresh,5419.0,blue,1,-1.0,-1.0,-0.5,0.33000000000000007,-4.33,5.75,3.17,top,Fighter,top,Fighter,jungle,Mage,jungle,Fighter,top,Tank,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
Sett,Malphite,Bel'Veth,Kha'Zix,Ahri,Irelia,Ashe,Twitch,Senna,Lulu,-3197.0,red,-2,0.0,2.0,-2.0,-3.5,-1.5,0.0,-1.0,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Marksman,support,Support
Camille,Ornn,Nunu & Willump,Karthus,Aurelion Sol,Yone,Jinx,Sivir,Milio,Ashe,-8548.0,red,-2,1.0,1.0,-5.8,-7.0,-7.0,-3.5,0.0,top,Fighter,top,Tank,jungle,Tank,jungle,Mage,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,adc,Marksman
Nasus,Gangplank,Diana,Kha'Zix,Zed,Pantheon,Draven,Jinx,Janna,Thresh,420.0,red,0,1.0,-1.0,-1.0,1.5,3.33,-1.25,-7.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,top,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Kled,Rammus,Gragas,Nunu & Willump,Akali,Akshan,Vayne,Samira,Pyke,Rakan,-8045.0,red,1,2.0,2.0,-1.0,-11.67,-5.75,-6.67,-13.6,top,Fighter,jungle,Tank,top,Fighter,jungle,Tank,top,Assassin,top,Marksman,top,Marksman,adc,Marksman,support,Support,support,Support
Garen,K'Sante,Nidalee,Diana,Yasuo,Sylas,Lucian,Kai'Sa,Senna,Braum,6798.0,blue,0,1.0,0.0,0.0,2.33,0.33999999999999986,4.5,7.67,top,Fighter,top,Tank,jungle,Assassin,jungle,Fighter,top,Fighter,top,Mage,adc,Marksman,adc,Marksman,support,Marksman,support,Support
Irelia,Mordekaiser,Master Yi,Jarvan IV,Ekko,Jayce,Kalista,Xayah,Lulu,Karma,-5876.0,red,0,1.0,1.0,-1.0,-3.17,-1.58,-1.58,-4.8,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,jungle,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Mage
Illaoi,Gragas,Fiddlesticks,Sylas,Brand,Tristana,Jinx,Ezreal,Nautilus,Braum,3112.0,red,1,-1.0,-1.0,-3.0,6.2,-4.5,4.17,1.92,top,Fighter,top,Fighter,jungle,Mage,top,Mage,support,Mage,mid,Marksman,adc,Marksman,adc,Marksman,mid,Tank,support,Support
Dr. Mundo,Gwen,Lee Sin,Ryze,Ahri,Zed,Jinx,Varus,Lulu,Milio,1096.0,red,-2,0.0,-1.0,-2.0,0.0,4.0,-1.0,-2.0,top,Fighter,top,Fighter,jungle,Fighter,mid,Mage,mid,Mage,top,Assassin,adc,Marksman,mid,Marksman,support,Support,support,Support
Riven,Sion,Viego,Jarvan IV,Malzahar,Yasuo,Kalista,Cho'Gath,Lulu,Senna,755.0,blue,0,-1.0,0.0,0.83,-0.9199999999999999,-1.65,-3.0,-1.0,top,Fighter,top,Tank,jungle,Assassin,jungle,Tank,mid,Mage,top,Fighter,adc,Marksman,top,Tank,support,Support,support,Marksman
Camille,Gnar,Shyvana,Ekko,Viktor,Aurelion Sol,Xayah,Kai'Sa,Thresh,Milio,-3291.0,red,-2,-1.0,0.0,-2.0,1.2999999999999998,-5.33,3.0,-1.75,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Quinn,Nasus,Bel'Veth,Hecarim,Veigar,Aurelion Sol,Samira,Lucian,Jarvan IV,Rell,-6081.0,red,0,1.0,1.0,-1.0,-7.0,0.0,-3.9,0.75,top,Marksman,top,Fighter,jungle,Fighter,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,jungle,Tank,support,Tank
Vladimir,Illaoi,Zed,Kha'Zix,Jayce,Karma,Ezreal,Tristana,Rakan,Yuumi,-1712.0,blue,1,-1.0,1.0,1.0,5.0,-0.5,0.5,2.0,top,Mage,top,Fighter,top,Assassin,jungle,Assassin,top,Fighter,support,Mage,adc,Marksman,mid,Marksman,support,Support,support,Support
Veigar,Shen,Rengar,Ekko,Irelia,Yone,Caitlyn,Yuumi,Bard,Xayah,10358.0,blue,0,-1.0,-1.0,6.5,3.0,0.0,1.0,8.67,mid,Mage,top,Tank,top,Assassin,jungle,Assassin,top,Fighter,top,Assassin,adc,Marksman,support,Support,support,Support,adc,Marksman
Kayle,Gnar,Kindred,Rek'Sai,LeBlanc,Sylas,Kai'Sa,Lucian,Maokai,Nami,-6145.0,red,-2,-1.0,1.0,-1.33,-0.75,4.0,-6.0,-8.2,top,Fighter,top,Fighter,jungle,Marksman,jungle,Fighter,mid,Assassin,top,Mage,adc,Marksman,adc,Marksman,top,Tank,support,Support
Rammus,Sion,Sylas,Gragas,Ahri,Pyke,Xayah,Jinx,Senna,Vi,74.0,red,-2,0.0,0.0,-2.33,2.0,1.0,-1.0,-1.0,jungle,Tank,top,Tank,top,Mage,top,Fighter,mid,Mage,support,Support,adc,Marksman,adc,Marksman,support,Marksman,jungle,Fighter
Mordekaiser,Gangplank,Kindred,Kha'Zix,Corki,Yasuo,Kog'Maw,Ezreal,Lulu,Lux,3921.0,blue,-1,0.0,0.0,4.5,1.5,0.6699999999999999,2.67,12.17,top,Fighter,top,Fighter,jungle,Marksman,jungle,Assassin,mid,Marksman,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Mage
Ornn,Jarvan IV,Bel'Veth,Taliyah,LeBlanc,Talon,Kai'Sa,Zeri,Thresh,Lulu,376.0,blue,0,-2.0,0.0,-1.0,1.0,5.0,0.33999999999999986,-1.5,top,Tank,jungle,Tank,jungle,Fighter,jungle,Mage,mid,Assassin,jungle,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Gwen,Gangplank,Nunu & Willump,Braum,Vex,Ryze,Twitch,Jinx,Milio,Warwick,-6162.0,red,-2,2.0,2.0,2.0,-4.67,-1.5,-7.4,-0.5,top,Fighter,top,Fighter,jungle,Tank,support,Support,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,top,Fighter
Pantheon,Sion,Zed,Viego,Cassiopeia,Galio,Xayah,Karthus,Rakan,Senna,-39.0,red,0,1.0,0.0,-3.0,0.2999999999999998,0.3999999999999999,-0.16999999999999993,2.0,top,Fighter,top,Tank,top,Assassin,jungle,Assassin,top,Mage,mid,Tank,adc,Marksman,jungle,Mage,support,Support,support,Marksman
Tryndamere,Ekko,Gragas,Riven,Yone,Yasuo,Xayah,Varus,Senna,Karthus,853.0,blue,-1,1.0,0.0,-1.5,0.75,1.0,3.25,1.55,top,Fighter,jungle,Assassin,top,Fighter,top,Fighter,top,Assassin,top,Fighter,adc,Marksman,mid,Marksman,support,Marksman,jungle,Mage
Vladimir,Aatrox,Kayn,Elise,Yasuo,Sylas,Aphelios,Kai'Sa,Lulu,Renata Glasc,-1175.0,blue,0,1.0,-1.0,-3.0,-6.0,-4.33,-1.0,-3.0,top,Mage,top,Fighter,top,Fighter,jungle,Mage,top,Fighter,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Yasuo,Gragas,Jarvan IV,Sejuani,Ahri,Aurelion Sol,Ashe,Xayah,Renata Glasc,Rakan,-6826.0,red,-2,-2.0,1.0,-2.4,-8.0,-3.0,-2.5,-4.0,top,Fighter,top,Fighter,jungle,Tank,jungle,Tank,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Sylas,Sion,Wukong,Viego,Mordekaiser,Lux,Kog'Maw,Draven,Yuumi,Nami,1645.0,blue,1,1.0,0.0,-5.0,-6.67,-2.0,2.17,3.34,top,Mage,top,Tank,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Vladimir,Teemo,Hecarim,Rammus,Katarina,Irelia,Vayne,Zeri,Xerath,Lulu,-5274.0,red,-2,0.0,1.0,-0.83,-3.5,-5.83,-0.16999999999999993,0.0,top,Mage,top,Marksman,jungle,Fighter,jungle,Tank,mid,Assassin,top,Fighter,top,Marksman,adc,Marksman,mid,Mage,support,Support
Yone,Shen,Jarvan IV,Hecarim,Ahri,Kassadin,Twitch,Aphelios,Karma,Blitzcrank,3526.0,red,0,-1.0,0.0,0.16999999999999993,1.0,2.0,3.5,4.8,top,Assassin,top,Tank,jungle,Tank,jungle,Fighter,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Mage,support,Tank
Vladimir,Jax,Viego,Graves,Talon,Yasuo,Karthus,Veigar,Twitch,Alistar,-3468.0,red,0,-1.0,0.0,-1.25,2.5,-4.0,1.6600000000000001,-1.67,top,Mage,top,Fighter,jungle,Assassin,jungle,Marksman,jungle,Assassin,top,Fighter,jungle,Mage,mid,Mage,adc,Marksman,support,Tank
Xin Zhao,Jayce,Sylas,Blitzcrank,Ahri,Talon,Jhin,Ezreal,Annie,Soraka,4802.0,blue,0,1.0,0.0,0.33000000000000007,0.0,6.5,0.83,2.0,jungle,Fighter,top,Fighter,top,Mage,support,Tank,mid,Mage,jungle,Assassin,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Sion,Darius,Jarvan IV,Wukong,Viktor,Lissandra,Miss Fortune,Twitch,Rell,Yuumi,3770.0,blue,2,1.0,0.0,1.0,0.5,-1.83,1.0,-1.0,top,Tank,top,Fighter,jungle,Tank,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support
Mordekaiser,Singed,Viego,Volibear,Ekko,Ahri,Xayah,Tristana,Heimerdinger,Rell,9859.0,blue,1,-2.0,-3.0,3.0,7.0,0.5,4.0,3.0,top,Fighter,top,Tank,jungle,Assassin,top,Fighter,jungle,Assassin,mid,Mage,adc,Marksman,mid,Marksman,support,Mage,support,Tank
Ornn,Jax,Master Yi,Zac,Yone,Ziggs,Karthus,Aphelios,Thresh,Soraka,1003.0,red,-2,2.0,0.0,1.67,0.0,-2.0,-2.17,-1.0,top,Tank,top,Fighter,jungle,Assassin,top,Tank,top,Assassin,mid,Mage,jungle,Mage,adc,Marksman,support,Support,support,Support
Ornn,Tryndamere,Nunu & Willump,Ivern,Viktor,Akshan,Kog'Maw,Aurelion Sol,Renata Glasc,Pyke,-1090.0,red,2,-2.0,0.0,-4.36,-9.0,-1.0,-0.5,0.6699999999999999,top,Tank,top,Fighter,jungle,Tank,jungle,Support,mid,Mage,top,Marksman,adc,Marksman,mid,Mage,support,Support,support,Support
Pantheon,Malphite,Diana,Vi,Zed,Neeko,Twisted Fate,Caitlyn,Lux,Blitzcrank,7101.0,blue,2,-1.0,-1.0,1.0,0.32999999999999996,1.0,5.5,1.17,top,Fighter,top,Tank,jungle,Fighter,jungle,Fighter,top,Assassin,jungle,Mage,mid,Mage,adc,Marksman,mid,Mage,support,Tank
Bel'Veth,Jayce,Nidalee,Evelynn,Qiyana,Kled,Jinx,Aphelios,Lulu,Thresh,-3323.0,red,-1,1.0,1.0,-0.6000000000000001,-0.16999999999999993,0.0,3.0,3.0,jungle,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Graves,Diana,Ekko,Kindred,Talon,Sylas,Ezreal,Ashe,Thresh,Brand,-1712.0,red,1,2.0,1.0,-0.83,0.0,6.25,-4.0,-6.6,jungle,Marksman,jungle,Fighter,jungle,Assassin,jungle,Marksman,jungle,Assassin,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage
Renekton,Tryndamere,Wukong,Ivern,Annie,Lux,Ezreal,Zeri,Maokai,Yuumi,9334.0,blue,2,-2.0,-4.0,4.0,5.75,3.6,0.5,3.17,top,Fighter,top,Fighter,top,Fighter,jungle,Support,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,top,Tank,support,Support
Singed,Galio,Karthus,Graves,Lux,Darius,Aphelios,Zeri,Katarina,Rakan,-3048.0,red,0,1.0,1.0,4.33,-0.55,-6.0,-5.67,-4.33,top,Tank,mid,Tank,jungle,Mage,jungle,Marksman,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,mid,Assassin,support,Support
Jax,Kayle,Lillia,Ekko,Sylas,Dr. Mundo,Aphelios,Zeri,Seraphine,Blitzcrank,3247.0,blue,2,-1.0,0.0,1.0,-0.5,3.5,5.67,1.67,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,top,Mage,top,Fighter,adc,Marksman,adc,Marksman,adc,Mage,support,Tank
Gragas,Renekton,Talon,Jarvan IV,Ahri,Viktor,Ezreal,Ashe,Soraka,Karma,1494.0,blue,0,1.0,1.0,0.5,6.0,0.33000000000000007,2.0,3.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage
K'Sante,Gragas,Lillia,Jarvan IV,Akshan,Malzahar,Jinx,Lucian,Thresh,Blitzcrank,2213.0,blue,2,1.0,-1.0,1.9,-3.5,-3.0,-2.67,-3.0,top,Tank,top,Fighter,jungle,Fighter,jungle,Tank,top,Marksman,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank
Poppy,Kennen,Wukong,Kha'Zix,Ahri,Diana,Jhin,Aphelios,Janna,Rell,4122.0,blue,2,1.0,-1.0,7.0,7.0,2.0,-3.0,3.0,top,Tank,top,Mage,top,Fighter,jungle,Assassin,mid,Mage,jungle,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Tank
Tryndamere,Darius,Shaco,Ekko,Lux,Zoe,Caitlyn,Xayah,Senna,Nami,-510.0,red,2,1.0,-1.0,-1.5,0.5,-0.25,2.33,-2.6,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Marksman,support,Support
Lillia,Talon,Katarina,Karthus,Yasuo,Sylas,Twitch,Jinx,Lux,Lulu,-650.0,blue,-2,0.0,0.0,-2.0,1.0,-6.33,7.5,6.0,jungle,Fighter,jungle,Assassin,mid,Assassin,jungle,Mage,top,Fighter,top,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Gangplank,Rumble,Lee Sin,Kindred,Azir,Yone,Jinx,Samira,Tahm Kench,Neeko,-6311.0,red,-2,2.0,1.0,0.19999999999999996,-3.83,-2.17,-4.9,-10.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Marksman,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,top,Support,jungle,Mage
Neeko,Cassiopeia,Jayce,Kha'Zix,Tristana,Lulu,Gnar,Zeri,Rell,Jax,5766.0,blue,2,-1.0,-1.0,9.5,4.0,2.4699999999999998,0.5,1.0,jungle,Mage,top,Mage,top,Fighter,jungle,Assassin,mid,Marksman,support,Support,top,Fighter,adc,Marksman,support,Tank,top,Fighter
Teemo,Fiora,Rengar,Diana,Swain,Soraka,Draven,Samira,Alistar,Senna,-6713.0,red,-2,2.0,1.0,-8.83,-3.33,-2.5,-0.6699999999999999,4.0,top,Marksman,top,Fighter,top,Assassin,jungle,Fighter,top,Mage,support,Support,adc,Marksman,adc,Marksman,support,Tank,support,Marksman
Riven,Aatrox,Jarvan IV,Hecarim,Seraphine,Lissandra,Samira,Zeri,Thresh,Xerath,-3681.0,red,-2,2.0,0.0,0.0,2.0,0.75,0.0,-3.0,top,Fighter,top,Fighter,jungle,Tank,jungle,Fighter,adc,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Mage
Gragas,Cho'Gath,Nocturne,Zac,Zed,Anivia,Xayah,Caitlyn,Rakan,Karma,4664.0,blue,2,-1.0,-1.0,2.0,2.0,4.67,-1.0,-2.5,top,Fighter,top,Tank,jungle,Assassin,top,Tank,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage
Akshan,Pantheon,Udyr,Sylas,Kassadin,Karma,Zeri,Twitch,Pyke,Milio,-2672.0,red,0,0.0,1.0,-3.25,-8.0,0.5,-1.0,-7.0,top,Marksman,top,Fighter,top,Fighter,top,Mage,mid,Assassin,support,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
